Species_ID,Scientific_Name,Code,Taxonomic_Order,Taxonomic_Family,Genus,Species,Subdivision,Authority,Authority_Source,Citation,Life_Cycle,Update_Date,Update_By,Update_Comments,Park,Life_Form,Nativity,Park_Common_Name,Distribution,Conservation_Status
20100315154438-357372283.935547,Chrysopogon aciculatus,CHRACI,Cyperales,Poaceae,Chrysopogon,aciculatus,,(Retz.) Trin.,Wagner et al. 2012,"Oppenheimer et al., 1999",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,AMME,Grass,Native,inifuk,,
20100315154438-357372283.935547,Chrysopogon aciculatus,CHRACI,Cyperales,Poaceae,Chrysopogon,aciculatus,,(Retz.) Trin.,Wagner et al. 2012,"Oppenheimer et al., 1999",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,Grass,Native,mānienie,ind?,
20100315154438-357372283.935547,Chrysopogon aciculatus,CHRACI,Cyperales,Poaceae,Chrysopogon,aciculatus,,(Retz.) Trin.,Wagner et al. 2012,"Oppenheimer et al., 1999",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,Grass,Native,pi‘ipi‘i,ind?,
20100315154438-357372283.935547,Chrysopogon aciculatus,CHRACI,Cyperales,Poaceae,Chrysopogon,aciculatus,,(Retz.) Trin.,Wagner et al. 2012,"Oppenheimer et al., 1999",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KALA,Grass,Native,mānienie,ind?,
20100315154438-357372283.935547,Chrysopogon aciculatus,CHRACI,Cyperales,Poaceae,Chrysopogon,aciculatus,,(Retz.) Trin.,Wagner et al. 2012,"Oppenheimer et al., 1999",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,NPSA,Grass,Native,pilipili‘ula,ind?,
20100315154438-357372283.935547,Chrysopogon aciculatus,CHRACI,Cyperales,Poaceae,Chrysopogon,aciculatus,,(Retz.) Trin.,Wagner et al. 2012,"Oppenheimer et al., 1999",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,WAPA,Grass,Native,inifuk,,
20100315154438-357679367.06543,Lepidium bidentatum var. owaihiense,LEPBID2,Capparales,Brassicaceae,Lepidium,bidentatum,var. owaihiense,,,,Perennial,,,,HALE,,Native,,,
20100315154438-357679367.06543,Lepidium bidentatum var. owaihiense,LEPBID2,Capparales,Brassicaceae,Lepidium,bidentatum,var. owaihiense,,,,Perennial,,,,KALA,,Native,,,
20100315154438-357827782.63092,Pinus patula,PINPAT,Pinales,Pinaceae,Pinus,patula,,Schiede & ex Schltdl. & Cham.,Wagner et al. 2012,"Oppenheimer, 2002",perennial,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,Tree,Non-Native,,nat,
20100315154438-357827782.63092,Pinus patula,PINPAT,Pinales,Pinaceae,Pinus,patula,,Schiede & ex Schltdl. & Cham.,Wagner et al. 2012,"Oppenheimer, 2002",perennial,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,Tree,Non-Native,,nat,
20100315154438-358382046.222687,Kalanchoe tubiflora,KALTUB,Rosales,Crassulaceae,Kalanchoe,tubiflora,,(Harv.) Raym.-Hamet,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples et al. 2002,Perennial,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",HAVO,,Non-Native,,nat,
20100315154438-358382046.222687,Kalanchoe tubiflora,KALTUB,Rosales,Crassulaceae,Kalanchoe,tubiflora,,(Harv.) Raym.-Hamet,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples et al. 2002,Perennial,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",KAHO,,Non-Native,,nat,
20100315154438-359478652.477264,Pogostemon cablin,POGCAB,Lamiales,Lamiaceae,Pogostemon,cablin,,,,,Perennial,,,,NPSA,,Non-Native,,,
20100315154438-360082089.90097,Lachnagrostis filiformis,LACFIL,Cyperales,Poaceae,Lachnagrostis,filiformis,,(G. Forst.) Trin.,Wagner et al. 2012,"Imada et al., 2000; Soreng et al. 2003",Perennial,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",HALE,Grass,Native,he‘upeuo,ind,
20100315154438-360082089.90097,Lachnagrostis filiformis,LACFIL,Cyperales,Poaceae,Lachnagrostis,filiformis,,(G. Forst.) Trin.,Wagner et al. 2012,"Imada et al., 2000; Soreng et al. 2003",Perennial,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",HAVO,Grass,Native,he‘upeuo,ind,
20100315154438-360468924.045563,Impatiens walleriana,IMPWAL,Geraniales,Balsaminaceae,Impatiens,walleriana,,Hook.f,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Perennial,2013-12-13T12:17:25Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",HALE,,Non-Native,,nat,
20100315154438-360468924.045563,Impatiens walleriana,IMPWAL,Geraniales,Balsaminaceae,Impatiens,walleriana,,Hook.f,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Perennial,2013-12-13T12:17:25Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",HAVO,,Non-Native,,nat,
20100315154438-361116349.697113,Melicope zahlbruckneri,MELZAH,Sapindales,Rutaceae,Melicope,zahlbruckneri,,(Rock) T.G.Hartley & B.C.Stone,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Hartley & Stone 1989,Perennial,2013-12-13T12:17:25Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the xref table for sp",HAVO,Tree,Native,,end,E
20100315154438-361982941.627502,Bauhinia monandra,BAUMON,Fabales,Fabaceae,Bauhinia,monandra,,Kurz,Wagner et al. 2012,"Lorence & Flynn, 1999; Starr & Starr, 2011",Perennial,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data. Updated life form in xref table from PLANTS database.,WAPA,,Non-Native,,,
20100315154438-362674951.553345,Peperomia rockii,PEPROC,Piperales,Piperaceae,Peperomia,rockii,,C.DC.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Both,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KALA,,Native,,end,
20100315154438-362700402.736664,Rytidosperma penicillatum,RYTPEN,Cyperales,Poaceae,Rytidosperma,penicillatum,,(R. Br.) Connor & Edgar,2012 Bishop Museum Checklist,Wagner et al. 1990:1522 (H [as Danthonia pilosa]); Herbst & Clayton;  1998:34 (NOM:Syn. D. pilosa = R,Perennial,2021-03-16T00:00:00Z,Kelly Kozar,Updated to accepted scientific name.  Updated authority source and citation data. Updated life form,HALE,Grass,Non-Native,hairy wallaby grass,,
20100315154438-362700402.736664,Rytidosperma penicillatum,RYTPEN,Cyperales,Poaceae,Rytidosperma,penicillatum,,(R. Br.) Connor & Edgar,2012 Bishop Museum Checklist,Wagner et al. 1990:1522 (H [as Danthonia pilosa]); Herbst & Clayton;  1998:34 (NOM:Syn. D. pilosa = R,Perennial,2021-03-16T00:00:00Z,Kelly Kozar,Updated to accepted scientific name.  Updated authority source and citation data. Updated life form,HAVO,Grass,Non-Native,hairy wallaby grass,,
20100315154438-362887442.111969,Sesbania tomentosa,SESTOM,Fabales,Fabaceae,Sesbania,tomentosa,,Hook. & Arn.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,Shrub,Native,‘ohai,end,E
20100315154438-362887442.111969,Sesbania tomentosa,SESTOM,Fabales,Fabaceae,Sesbania,tomentosa,,Hook. & Arn.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KAHO,Shrub,Native,‘ohai,end,E
20100315154438-362887442.111969,Sesbania tomentosa,SESTOM,Fabales,Fabaceae,Sesbania,tomentosa,,Hook. & Arn.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,PUHE,Shrub,Native,‘ohai,end,E
20100315154438-362887442.111969,Sesbania tomentosa,SESTOM,Fabales,Fabaceae,Sesbania,tomentosa,,Hook. & Arn.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,PUHO,Shrub,Native,‘ohai,end,E
20100315154438-362926721.572876,Exocarpos gaudichaudii,EXOGAU,Santalales,Santalaceae,Exocarpos,gaudichaudii,,A.DC.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,,Native,,end,
20100315154438-362926721.572876,Exocarpos gaudichaudii,EXOGAU,Santalales,Santalaceae,Exocarpos,gaudichaudii,,A.DC.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KALA,,Native,,end,
20100315154438-363182246.685028,Arenaria serpyllifolia,ARESER,Caryophyllales,Caryophyllaceae,Arenaria,serpyllifolia,,L.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Annual,2015-03-17T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,Herb,Non-Native,thyme-leaved sandwort,nat,
20100315154438-363182246.685028,Arenaria serpyllifolia,ARESER,Caryophyllales,Caryophyllaceae,Arenaria,serpyllifolia,,L.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Annual,2015-03-17T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KALA,Herb,Non-Native,thyme-leaved sandwort,nat,
20100315154438-363458693.027496,Vandenboschia davallioides,VANDAV1,Polypodiales,Hymenophyllaceae,Vandenboschia,davallioides,,(Gaudich.) Copel.,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,Fern,Native,palai hihi,end,
20100315154438-363458693.027496,Vandenboschia davallioides,VANDAV1,Polypodiales,Hymenophyllaceae,Vandenboschia,davallioides,,(Gaudich.) Copel.,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,Fern,Native,palai hihi,end,
20100315154438-363458693.027496,Vandenboschia davallioides,VANDAV1,Polypodiales,Hymenophyllaceae,Vandenboschia,davallioides,,(Gaudich.) Copel.,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KALA,Fern,Native,palai hihi,end,
20100315154438-363467097.28241,Lilium longiflorum var. eximium,LILLON,Liliales,Liliaceae,Lilium,longiflorum,var. eximium,,,,Perennial,,,,HAVO,,Non-Native,,,
20100315154438-363599538.803101,Amaranthus lividus ssp. polygonoides,AMALIV,Caryophyllales,Amaranthaceae,Amaranthus,lividus,ssp. polygonoides,L.; (Moq.) Probst,Wagner et al. 2012,"Bruegmann, 1999",Annual,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KAHO,,Non-Native,,nat,
20100315154438-363599538.803101,Amaranthus lividus ssp. polygonoides,AMALIV,Caryophyllales,Amaranthaceae,Amaranthus,lividus,ssp. polygonoides,L.; (Moq.) Probst,Wagner et al. 2012,"Bruegmann, 1999",Annual,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,PUHE,,Non-Native,,nat,
20100315154438-364018678.665161,Senecio spp.,SENSP.,Asterales,Asteraceae,Senecio,spp.,,,,,Annual,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSN",HAVO,Herb,Non-Native,grounsel,nat,
20100315154438-3641128.54003906,Dubautia ciliolata ssp. ciliolata,DUBCIL1,Asterales,Asteraceae,Dubautia,ciliolata,ssp. ciliolata,(DC.) D. D. Keck,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,Shrub,Native,na‘ena‘e,end,
20100315154438-364265203.475952,Eucalyptus camaldulensis,EUCCAM,Myrtales,Myrtaceae,Eucalyptus,camaldulensis,,Dehnh.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Perennial,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,,Non-Native,,nat,
20100315154438-364523530.006409,Senecio vulgaris,SENVUL,Asterales,Asteraceae,Senecio,vulgaris,,L.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Annual,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,Herb,Non-Native,common groundsel,nat,
20100315154438-364629328.250885,Pinus caribaea,PINCAR,Pinales,Pinaceae,Pinus,caribaea,,,,,Perennial,2013-12-13T12:17:25Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSN",HAVO,,Non-Native,,,
20100315154438-364688038.825989,Canarium vitiense,CANVIT,Sapindales,Burseraceae,Canarium,vitiense,,A. Gray,Whistler 2004,,Perennial,,,,NPSA,Tree,Native,ma‘ali,ind,
20100315154438-364755153.656006,Adenophorus periens,ADEPER,Polypodiales,Polypodiaceae,Adenophorus,periens,,L. E. Bishop,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,Fern,Native,palai lā‘au,end,E
20100315154438-364755153.656006,Adenophorus periens,ADEPER,Polypodiales,Polypodiaceae,Adenophorus,periens,,L. E. Bishop,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KALA,Fern,Native,palai lā‘au,end,E
20100315154438-364801049.232483,Asplenium acuminatum,ASPACU,Polypodiales,Aspleniaceae,Asplenium,acuminatum,,Hook. & Arn.,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,Fern,Native,lola,end,
20100315154438-364801049.232483,Asplenium acuminatum,ASPACU,Polypodiales,Aspleniaceae,Asplenium,acuminatum,,Hook. & Arn.,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,Fern,Native,lola,end,
20100315154438-364801049.232483,Asplenium acuminatum,ASPACU,Polypodiales,Aspleniaceae,Asplenium,acuminatum,,Hook. & Arn.,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KALA,Fern,Native,lola,end,
20100315154438-364995419.979095,Lygodium auriculatum,LYGAUR,Polypodiales,Lygodiaceae,Lygodium,auriculatum,,,,,Perennial,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSN",WAPA,,Native,,,
20100315154438-365140199.661255,Tabebuia heterophylla,TABHET,Scrophulariales,Bignoniaceae,Tabebuia,heterophylla,,(DC.) Britton,Wagner et al. 2012,"Oppenheimer, 2003, 2004",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.,AMME,Tree,Non-Native,white cedar,,
20100315154438-365140199.661255,Tabebuia heterophylla,TABHET,Scrophulariales,Bignoniaceae,Tabebuia,heterophylla,,(DC.) Britton,Wagner et al. 2012,"Oppenheimer, 2003, 2004",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.,WAPA,Tree,Non-Native,white cedar,,
20100315154438-365324437.618256,Aptenia cordifolia,APTCOR,Caryophyllales,Aizoaceae,Aptenia,cordifolia,,(L.f.) Schwantes,2012 Bishop Museum Technical Report 60,Staples & Herbst 2005; Frohlich & Lau 2012,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KAHO,,Non-Native,,?,
20100315154438-365324437.618256,Aptenia cordifolia,APTCOR,Caryophyllales,Aizoaceae,Aptenia,cordifolia,,(L.f.) Schwantes,2012 Bishop Museum Technical Report 60,Staples & Herbst 2005; Frohlich & Lau 2012,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,PUHO,,Non-Native,,?,
20100315154438-365344703.197479,Rorippa sarmentosa,RORSAR,Capparales,Brassicaceae,Rorippa,sarmentosa,,(G. Forst. ex DC.) J. F. Macbr.,Wagner et al. 2012,"Wagner & Herbst, 1995; Al- Shehbaz & Price, 1998",Perennial,2013-12-13T12:17:25Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",HALE,,Non-Native,,pol?,
20100315154438-365344703.197479,Rorippa sarmentosa,RORSAR,Capparales,Brassicaceae,Rorippa,sarmentosa,,(G. Forst. ex DC.) J. F. Macbr.,Wagner et al. 2012,"Wagner & Herbst, 1995; Al- Shehbaz & Price, 1998",Perennial,2013-12-13T12:17:25Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",HAVO,,Non-Native,,pol?,
20100315154438-365344703.197479,Rorippa sarmentosa,RORSAR,Capparales,Brassicaceae,Rorippa,sarmentosa,,(G. Forst. ex DC.) J. F. Macbr.,Wagner et al. 2012,"Wagner & Herbst, 1995; Al- Shehbaz & Price, 1998",Perennial,2013-12-13T12:17:25Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",NPSA,,Non-Native,,,
20100315154438-365363895.893097,Hyptis capitata,HYPCAP,Lamiales,Lamiaceae,Hyptis,capitata,,Jacq.,Wagner et al. 2012,"Wagner & Herbst, 1995",Both,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.,WAPA,Herb,Non-Native,false ironwort,,
