Species_ID,Scientific_Name,Code,Taxonomic_Order,Taxonomic_Family,Genus,Species,Subdivision,Authority,Synonym,Authority_Source,Citation,Common_Name,Life_Cycle,Complete,Update_Date,Update_By,Update_Comments,Park,Life_Form,Nativity,Park_Common_Name,Distribution,Conservation_Status
20100315154438-704606592.655182,Aloe vera,ALOVER,Liliales,Xanthorrhoeaceae,Aloe,vera,,(L.) Burm. f.,,Wagner et al. 2012,"Lorence et al., 1995; Herbarium Pacificum Staff, 1999; Oppenheimer, 2003, 2011; Wysong & Hughes,2007;",aloe,Perennial,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,KALA,Herb,Non-Native,aloe,nat,
20100315154438-704606592.655182,Aloe vera,ALOVER,Liliales,Xanthorrhoeaceae,Aloe,vera,,(L.) Burm. f.,,Wagner et al. 2012,"Lorence et al., 1995; Herbarium Pacificum Staff, 1999; Oppenheimer, 2003, 2011; Wysong & Hughes,2007;",aloe,Perennial,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HAVO,Herb,Non-Native,aloe,nat,
20100315154438-704606592.655182,Aloe vera,ALOVER,Liliales,Xanthorrhoeaceae,Aloe,vera,,(L.) Burm. f.,,Wagner et al. 2012,"Lorence et al., 1995; Herbarium Pacificum Staff, 1999; Oppenheimer, 2003, 2011; Wysong & Hughes,2007;",aloe,Perennial,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,PUHE,Herb,Non-Native,aloe,nat,
20100315154438-704606592.655182,Aloe vera,ALOVER,Liliales,Xanthorrhoeaceae,Aloe,vera,,(L.) Burm. f.,,Wagner et al. 2012,"Lorence et al., 1995; Herbarium Pacificum Staff, 1999; Oppenheimer, 2003, 2011; Wysong & Hughes,2007;",aloe,Perennial,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,PUHO,Herb,Non-Native,aloe,nat,
20100315154438-70524156.0935974,Rosa laevigata,ROSLAE,Rosales,Rosaceae,Rosa,laevigata,,Michx.,,Wagner et al. 2012,"Nagata, 1995",Cherokee rose,Perennial,FALSE,2013-12-13T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database.,HAVO,,Non-Native,,nat,
20100315154438-705595493.31665,Dubautia platyphylla,DUBPLA1,Asterales,Asteraceae,Dubautia,platyphylla,,(A.Gray) D.D.Keck,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,na`ena`e,Perennial,FALSE,2013-12-13T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database.,HALE,,Native,,end,
20100315154438-705619156.360626,Schefflera actinophylla,SCHACT,Apiales,Araliaceae,Schefflera,actinophylla,,(Endl.) Harms,,Wagner et al. 2012,"Staples et al., 2002; Oppenheimer, 2007",octopus tree,Perennial,FALSE,2013-12-13T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form in xref t,HALE,Tree,Non-Native,octopus tree,nat,
20100315154438-705619156.360626,Schefflera actinophylla,SCHACT,Apiales,Araliaceae,Schefflera,actinophylla,,(Endl.) Harms,,Wagner et al. 2012,"Staples et al., 2002; Oppenheimer, 2007",octopus tree,Perennial,FALSE,2013-12-13T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form in xref t,KALA,Tree,Non-Native,octopus tree,nat,
20100315154438-705619156.360626,Schefflera actinophylla,SCHACT,Apiales,Araliaceae,Schefflera,actinophylla,,(Endl.) Harms,,Wagner et al. 2012,"Staples et al., 2002; Oppenheimer, 2007",octopus tree,Perennial,FALSE,2013-12-13T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form in xref t,AMME,Tree,Non-Native,octopus tree,,
20100315154438-705619156.360626,Schefflera actinophylla,SCHACT,Apiales,Araliaceae,Schefflera,actinophylla,,(Endl.) Harms,,Wagner et al. 2012,"Staples et al., 2002; Oppenheimer, 2007",octopus tree,Perennial,FALSE,2013-12-13T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form in xref t,WAPA,Tree,Non-Native,octopus tree,,
20100315154438-705619156.360626,Schefflera actinophylla,SCHACT,Apiales,Araliaceae,Schefflera,actinophylla,,(Endl.) Harms,,Wagner et al. 2012,"Staples et al., 2002; Oppenheimer, 2007",octopus tree,Perennial,FALSE,2013-12-13T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form in xref t,PUHO,Tree,Non-Native,octopus tree,nat,
20100315154438-705619156.360626,Schefflera actinophylla,SCHACT,Apiales,Araliaceae,Schefflera,actinophylla,,(Endl.) Harms,,Wagner et al. 2012,"Staples et al., 2002; Oppenheimer, 2007",octopus tree,Perennial,FALSE,2013-12-13T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form in xref t,HAVO,Tree,Non-Native,octopus tree,nat,
20100315154438-706826269.626617,Wikstroemia pulcherrima,WIKPUL,Myrtales,Thymelaeaceae,Wikstroemia,pulcherrima,,Skottsb.,Wikstroemia phillyreifolia var. buxifolia,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,"akia, ‘akia, kauhi",Perennial,TRUE,2014-12-11T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.  Updated synonym.,HAVO,Tree,Native,‘ākia,end,
20100315154438-706826269.626617,Wikstroemia pulcherrima,WIKPUL,Myrtales,Thymelaeaceae,Wikstroemia,pulcherrima,,Skottsb.,Wikstroemia phillyreifolia var. buxifolia,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,"akia, ‘akia, kauhi",Perennial,TRUE,2014-12-11T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.  Updated synonym.,PUHE,Tree,Native,‘ākia,end,
20100315154438-706826269.626617,Wikstroemia pulcherrima,WIKPUL,Myrtales,Thymelaeaceae,Wikstroemia,pulcherrima,,Skottsb.,Wikstroemia phillyreifolia var. buxifolia,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,"akia, ‘akia, kauhi",Perennial,TRUE,2014-12-11T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.  Updated synonym.,PUHO,Tree,Native,‘ākia,end,
20100315154438-707159876.823425,Smilax melastomifolia,SMIMEL,Liliales,Smilacaceae,Smilax,melastomifolia,,Sm.,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,"hoi kuahiwi, ulehihi, pi‘oi",Perennial,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HALE,Vine,Native,hoi kuahiwi,end,
20100315154438-707159876.823425,Smilax melastomifolia,SMIMEL,Liliales,Smilacaceae,Smilax,melastomifolia,,Sm.,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,"hoi kuahiwi, ulehihi, pi‘oi",Perennial,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,KALA,Vine,Native,hoi kuahiwi,end,
20100315154438-707159876.823425,Smilax melastomifolia,SMIMEL,Liliales,Smilacaceae,Smilax,melastomifolia,,Sm.,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,"hoi kuahiwi, ulehihi, pi‘oi",Perennial,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HAVO,Vine,Native,hoi kuahiwi,end,
20100315154438-707241952.419281,Eragrostis cilianensis,ERACIL1,Cyperales,Poaceae,Eragrostis,cilianensis,,(All.) Vignolo ex Janch.,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Herbst & Clayton 1998,"stinkgrass, lovegrass, candy grass",Annual,FALSE,2013-12-13T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form in xref t,HAVO,,Non-Native,,nat,
20100315154438-707241952.419281,Eragrostis cilianensis,ERACIL1,Cyperales,Poaceae,Eragrostis,cilianensis,,(All.) Vignolo ex Janch.,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Herbst & Clayton 1998,"stinkgrass, lovegrass, candy grass",Annual,FALSE,2013-12-13T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form in xref t,PUHE,,Non-Native,,nat,
20100315154438-70730865.0016785,Ochrosia compta,OCHCOM,Gentianales,Apocynaceae,Ochrosia,compta,,K. Schum.,,Wagner et al. 2012,"Oppenheimer, 2006",holei,Perennial,FALSE,2013-12-13T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form in xref t,HALE,,Native,,end,
20100315154438-70730865.0016785,Ochrosia compta,OCHCOM,Gentianales,Apocynaceae,Ochrosia,compta,,K. Schum.,,Wagner et al. 2012,"Oppenheimer, 2006",holei,Perennial,FALSE,2013-12-13T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form in xref t,KALA,,Native,,end,
20100315154438-707694053.649902,Polypodium pellucidum var. vulcanicum,POLPEL2,Polypodiales,Polypodiaceae,Polypodium,pellucidum,var. vulcanicum,Kaulf.; Skottsb.,,2012 Bishop Museum Technical Report 60,Palmer 2003,‘ae,Perennial,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HALE,Fern,Native,Polypodium pellucidum var. vulcanicum,end,
20100315154438-707694053.649902,Polypodium pellucidum var. vulcanicum,POLPEL2,Polypodiales,Polypodiaceae,Polypodium,pellucidum,var. vulcanicum,Kaulf.; Skottsb.,,2012 Bishop Museum Technical Report 60,Palmer 2003,‘ae,Perennial,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HAVO,Fern,Native,Polypodium pellucidum var. vulcanicum,end,
20100315154438-708207428.455353,Syzygium cumini,SYZCUM,Myrtales,Myrtaceae,Syzygium,cumini,,(L.) Skeels,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,jambolan plum,Perennial,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HAVO,Tree,Non-Native,java plum,nat,
20100315154438-708207428.455353,Syzygium cumini,SYZCUM,Myrtales,Myrtaceae,Syzygium,cumini,,(L.) Skeels,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,jambolan plum,Perennial,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HALE,Tree,Non-Native,java plum,nat,
20100315154438-708207428.455353,Syzygium cumini,SYZCUM,Myrtales,Myrtaceae,Syzygium,cumini,,(L.) Skeels,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,jambolan plum,Perennial,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,KALA,Tree,Non-Native,java plum,nat,
20100315154438-70832729.3395996,Vigna owahuensis,VIGOWA,Fabales,Fabaceae,Vigna,owahuensis,,,,,,Oahu cowpea,Both,FALSE,2013-12-13T00:00:00Z,Kelly Kozar,Updated life form and conservation status in cross reference table from data in the PLANTS database.,KALA,,Native,,,E
20100315154438-711056768.894196,Noronhia emarginata,NOREMA,Scrophulariales,Oleaceae,Noronhia,emarginata,,(Lam.) Poir.,,Wagner et al. 2012,"Flynn & Lorence, 2002; Starr et al., 2003",madagascar olive,Perennial,FALSE,2013-12-12T00:00:00Z,Kelly Kozar,"Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs. Updated authority source and citation.  Updated distribution in xref table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",HALE,,Non-Native,,nat,
20100315154438-711056768.894196,Noronhia emarginata,NOREMA,Scrophulariales,Oleaceae,Noronhia,emarginata,,(Lam.) Poir.,,Wagner et al. 2012,"Flynn & Lorence, 2002; Starr et al., 2003",madagascar olive,Perennial,FALSE,2013-12-12T00:00:00Z,Kelly Kozar,"Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs. Updated authority source and citation.  Updated distribution in xref table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",PUHE,,Non-Native,,nat,
20100315154438-711056768.894196,Noronhia emarginata,NOREMA,Scrophulariales,Oleaceae,Noronhia,emarginata,,(Lam.) Poir.,,Wagner et al. 2012,"Flynn & Lorence, 2002; Starr et al., 2003",madagascar olive,Perennial,FALSE,2013-12-12T00:00:00Z,Kelly Kozar,"Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs. Updated authority source and citation.  Updated distribution in xref table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",PUHO,,Non-Native,,nat,
20100315154438-711066722.869873,Labordia waiolani,LABWAI,Gentianales,Loganiaceae,Labordia,waiolani,,Wawra,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Nevada peavine,Perennial,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,KALA,Tree,Native,kāmakahala,end,
20100315154438-711202263.832092,Tribulus terrestris,TRITER,Sapindales,Zygophyllaceae,Tribulus,terrestris,,L.,,Wagner et al. 2012,"Oppenheimer, 2003",puncture vine,Annual,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,KAHO,Herb,Non-Native,puncture vine,nat,
20100315154438-711202263.832092,Tribulus terrestris,TRITER,Sapindales,Zygophyllaceae,Tribulus,terrestris,,L.,,Wagner et al. 2012,"Oppenheimer, 2003",puncture vine,Annual,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,PUHE,Herb,Non-Native,puncture vine,nat,
20100315154438-711202263.832092,Tribulus terrestris,TRITER,Sapindales,Zygophyllaceae,Tribulus,terrestris,,L.,,Wagner et al. 2012,"Oppenheimer, 2003",puncture vine,Annual,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,PUHO,Herb,Non-Native,puncture vine,nat,
20100315154438-711496233.940125,Pinus radiata,PINRAD,Pinales,Pinaceae,Pinus,radiata,,D. Don,,Wagner et al. 2012,"Oppenheimer, 2002","insignis pine, Monterey pine",Perennial,TRUE,2013-12-12T00:00:00Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HALE,Tree,Non-Native,Monterey pine,nat,
